split,image,target_class,reason,best_iou,best_prediction_class,best_prediction_confidence,ground_truth_count,target_prediction_count
official,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_016644fd4e101794.jpg,8,false_positive,0.0,8,0.9054230451583862,1,1
official,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_0694a67180747a02.jpg,8,wrong_class_confusion,0.698945926916091,12,0.6464163064956665,1,0
official,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_06cf350bd2c5e22f.jpg,8,missed_or_low_iou,0.3937103883582043,15,0.6700126528739929,2,2
official,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_06cf350bd2c5e22f.jpg,15,false_positive,0.3937103883582043,15,0.6700126528739929,2,2
official,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_0729b5004f0808c2.jpg,15,missed_or_low_iou,0.1796052710757331,8,0.682421863079071,2,1
official,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_0729b5004f0808c2.jpg,15,wrong_class_confusion,0.6419570006505537,8,0.682421863079071,2,1
official,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_0e83982f784fb1d4.jpg,8,wrong_class_confusion,0.8566425748047631,15,0.8582531809806824,2,2
official,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_0e83982f784fb1d4.jpg,8,wrong_class_confusion,0.6539568225096164,15,0.8494967818260193,2,2
official,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_10cfd7fd291803c0.jpg,8,false_positive,0.0,8,0.5182885527610779,1,1
official,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_1681efe6a30c551d.jpg,8,false_positive,0.0,8,0.30109384655952454,1,1
official,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_1b26ebf5d5597883.jpg,15,missed_or_low_iou,0.4033517894758302,15,0.48970484733581543,1,1
official,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_1b26ebf5d5597883.jpg,15,false_positive,0.4033517894758302,15,0.48970484733581543,1,1
official,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_1db60b72b02ea720.jpg,8,false_positive,0.0,8,0.4203975200653076,1,1
official,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_2074d827fb7fe507.jpg,8,false_positive,0.0,8,0.2662624418735504,1,1
official,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_22b3f1298c366529.jpg,8,wrong_class_confusion,0.5534664888068558,15,0.9203106760978699,1,1
official,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_2cc6dc6050d7970a.jpg,8,missed_or_low_iou,0.0,,0.0,1,0
official,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_32bc5b8e701c30d3.jpg,8,false_positive,0.0,8,0.9081720113754272,1,1
official,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_3559a4c8d902fee1.jpg,8,wrong_class_confusion,0.5057965330381266,15,0.8584010004997253,2,2
official,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_3559a4c8d902fee1.jpg,8,wrong_class_confusion,0.5660527813716241,15,0.8887960314750671,2,2
official,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_37481e726d92013d.jpg,8,wrong_class_confusion,0.77007723890335,15,0.679119884967804,1,1
official,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_3c73b77ad1948242.jpg,8,missed_or_low_iou,0.4812964801545987,15,0.8915061354637146,2,2
official,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_3c73b77ad1948242.jpg,8,wrong_class_confusion,0.6203247669505553,15,0.8851035833358765,2,2
official,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_3c73b77ad1948242.jpg,15,false_positive,0.4812964801545987,15,0.8915061354637146,2,2
official,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_3ede63ec1c861cd9.jpg,8,missed_or_low_iou,0.30747782313550426,8,0.8903476595878601,2,1
official,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_3ef86785eb577214.jpg,8,false_positive,0.0,8,0.7182539105415344,1,1
official,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_4157a18ef73f00c7.jpg,15,wrong_class_confusion,0.7650401975372402,8,0.8617784976959229,1,1
official,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_4948651237faf308.jpg,15,missed_or_low_iou,0.0,,0.0,1,0
official,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_4aec6fec4dd547f6.jpg,8,missed_or_low_iou,0.3890176997941025,8,0.6132439374923706,2,1
official,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_4aec6fec4dd547f6.jpg,8,missed_or_low_iou,0.3703149240386504,8,0.6132439374923706,2,1
official,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_4aec6fec4dd547f6.jpg,8,false_positive,0.3890176997941025,8,0.6132439374923706,2,1
official,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_540add4ced4758bb.jpg,8,false_positive,0.0,8,0.6132591962814331,1,1
official,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_5ad880f12edda3f8.jpg,8,wrong_class_confusion,0.652999571457843,13,0.6397778391838074,1,0
official,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_5b5b3a30336a0611.jpg,8,wrong_class_confusion,0.7308747533228869,15,0.7669016718864441,1,1
official,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_60190bf316c8a1c9.jpg,8,missed_or_low_iou,0.0,14,0.28948289155960083,1,0
official,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_633ca4b66f49bac3.jpg,8,false_positive,0.0,8,0.38441213965415955,2,1
official,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_648f1eace901c05a.jpg,8,missed_or_low_iou,0.38143724080572045,8,0.939841091632843,1,1
official,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_648f1eace901c05a.jpg,8,false_positive,0.38143724080572045,8,0.939841091632843,1,1
official,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_65a517eac02611f8.jpg,15,wrong_class_confusion,0.8563629227170112,8,0.8710861802101135,1,1
official,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_79c091a9e0952816.jpg,15,wrong_class_confusion,0.7627183538048822,8,0.6975505948066711,1,1
official,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_7d139ab1ff5e354d.jpg,15,wrong_class_confusion,0.7713352729510355,8,0.9035751223564148,1,1
official,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_81777da247709948.jpg,8,wrong_class_confusion,0.8513563517519304,15,0.8331584334373474,1,1
official,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_8bedbfe51d70f8ca.jpg,8,false_positive,0.0,8,0.6641616225242615,1,1
official,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_8c1a854ca985c068.jpg,8,wrong_class_confusion,0.6467834775124185,13,0.8181219100952148,1,0
official,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_936f10e67a8830b8.jpg,8,false_positive,0.0,8,0.695655345916748,1,1
official,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_a216f443a4af94d1.jpg,8,missed_or_low_iou,0.3505398034060389,8,0.6798695921897888,1,1
official,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_a216f443a4af94d1.jpg,8,false_positive,0.3505398034060389,8,0.6798695921897888,1,1
official,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_a4c7087b2e187800.jpg,15,wrong_class_confusion,0.7810448943606977,8,0.47425761818885803,2,2
