split,image,target_class,reason,best_iou,best_prediction_class,best_prediction_confidence,ground_truth_count,target_prediction_count
official_frozen,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_016644fd4e101794.jpg,8,false_positive,0.0,8,0.9053971767425537,1,1
official_frozen,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_033a9fced80bc8fc.jpg,13,missed_or_low_iou,0.0,,0.0,1,0
official_frozen,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_0694a67180747a02.jpg,8,wrong_class_confusion,0.6990273242748798,12,0.6473450064659119,1,0
official_frozen,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_06cf350bd2c5e22f.jpg,8,missed_or_low_iou,0.3938239773132235,15,0.6674894094467163,2,2
official_frozen,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_06cf350bd2c5e22f.jpg,15,false_positive,0.3938239773132235,15,0.6674894094467163,2,2
official_frozen,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_0729b5004f0808c2.jpg,15,missed_or_low_iou,0.17952544661222997,8,0.6824077367782593,2,1
official_frozen,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_0729b5004f0808c2.jpg,15,wrong_class_confusion,0.6419322014732988,8,0.6824077367782593,2,1
official_frozen,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_08a5f7f62e7af53d.jpg,10,missed_or_low_iou,0.0,,0.0,1,0
official_frozen,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_096ea26c844915ad.jpg,10,missed_or_low_iou,0.4987472040785177,10,0.9089385271072388,1,1
official_frozen,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_096ea26c844915ad.jpg,10,false_positive,0.4987472040785177,10,0.9089385271072388,1,1
official_frozen,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_0e83982f784fb1d4.jpg,8,wrong_class_confusion,0.8566487260693589,15,0.858231246471405,2,2
official_frozen,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_0e83982f784fb1d4.jpg,8,wrong_class_confusion,0.6538675051008177,15,0.8495448231697083,2,2
official_frozen,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_0f53a5bb503c16b5.jpg,10,wrong_class_confusion,0.733372452692992,13,0.27616748213768005,1,1
official_frozen,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_10cfd7fd291803c0.jpg,10,wrong_class_confusion,0.5379066965021003,8,0.5196838974952698,1,2
official_frozen,/root/autodl-tmp/crop-pest-system/data/official/images/all/ip_1672edff1540ccf1.jpg,10,false_positive,0.0,10,0.2903471887111664,1,1
